,Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
8378,Black Country Woman - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,04:24,4,0.759,0.815,7,-9.929,1,0.052,0.655,1.18e-05,0.159,0.599,127.569,39
8379,In My Time of Dying - Initial / Rough Mix,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,10:48,4,0.339,0.688,2,-9.799,1,0.0555,0.414,0.001,0.104,0.532,101.464,30
8380,In My Time of Dying - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,11:08,4,0.348,0.865,2,-9.727,1,0.0625,0.262,0.00279,0.121,0.471,102.078,48
8381,Everybody Makes It Through - In the Light; Early Version / In Transit,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,06:29,4,0.521,0.819,9,-9.694,1,0.0375,0.429,0.0703,0.29,0.261,128.54,30
8382,Night Flight - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,03:38,4,0.511,0.722,2,-9.625,1,0.0308,0.274,0.00808,0.057,0.541,100.292,39
8383,The Wanton Song - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,04:08,4,0.498,0.746,2,-8.958,0,0.0471,0.00414,0.0249,0.108,0.561,110.815,43
8384,Sick Again - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,04:42,4,0.431,0.909,9,-8.899,1,0.0399,0.3,0.00342,0.462,0.55,113.201,37
8385,Kashmir - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,08:37,3,0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,68
8386,Houses of the Holy - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,04:04,4,0.632,0.849,9,-8.282,1,0.0351,0.167,0.0389,0.571,0.939,123.092,54
8387,Custard Pie - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,04:15,4,0.453,0.738,9,-8.16,1,0.0347,0.498,0.00488,0.0526,0.778,182.233,47
8388,The Rover - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,05:39,4,0.618,0.769,9,-8.012,1,0.0248,0.0123,0.00829,0.23,0.385,102.678,51
8389,Trampled Under Foot - Remaster,Led Zeppelin,Physical Graffiti (Deluxe Edition),2015,05:36,4,0.561,0.842,2,-7.518,0,0.0566,0.239,0.412,0.0768,0.843,111.209,54
8390,10 Ribs & All / Carrot Pod Pod (Pod) - Reference Mix,Led Zeppelin,Presence (Deluxe Edition),2015,06:48,4,0.468,0.351,5,-16.634,1,0.0509,0.796,0.745,0.101,0.0765,82.137,23
8391,Tea for One - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,09:28,3,0.556,0.486,10,-12.037,1,0.0373,0.114,0.00544,0.0606,0.396,122.021,25
8392,Hots on for Nowhere - Reference Mix,Led Zeppelin,Presence (Deluxe Edition),2015,04:47,4,0.475,0.672,9,-11.927,1,0.0533,0.0544,1.02e-05,0.253,0.809,95.522,17
8393,For Your Life - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,06:25,4,0.365,0.611,0,-11.821,1,0.0978,0.0239,1.84e-05,0.119,0.675,180.236,25
8394,For Your Life - Reference Mix,Led Zeppelin,Presence (Deluxe Edition),2015,06:28,4,0.376,0.662,0,-11.771,1,0.073,0.0164,4.76e-06,0.208,0.689,180.086,17
8395,Two Ones Are Won - Achilles Last Stand Reference Mix,Led Zeppelin,Presence (Deluxe Edition),2015,10:28,4,0.308,0.812,11,-10.744,0,0.043,0.0087,0.185,0.259,0.325,146.017,22
8396,Royal Orleans - Reference Mix,Led Zeppelin,Presence (Deluxe Edition),2015,03:01,4,0.647,0.833,9,-10.483,1,0.0924,0.0879,0.0684,0.284,0.603,109.026,16
8397,Nobody's Fault but Mine - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,06:28,4,0.235,0.767,9,-9.435,1,0.0879,0.0502,0.145,0.21,0.459,188.904,27
8398,Hots on for Nowhere - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,04:44,4,0.512,0.894,2,-9.044,1,0.0576,0.0785,1.32e-06,0.184,0.75,96.138,22
8399,Candy Store Rock - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,04:11,4,0.57,0.927,0,-8.99,1,0.0398,0.0161,0.000115,0.1,0.789,114.817,21
8400,Achilles Last Stand - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,10:31,4,0.321,0.865,2,-8.796,1,0.0496,0.0205,0.00756,0.108,0.317,145.919,30
8401,Royal Orleans - Remaster,Led Zeppelin,Presence (Deluxe Edition),2015,02:59,4,0.596,0.875,9,-7.392,1,0.0977,0.147,7e-05,0.0909,0.737,109.118,22
8526,There's A Bus Leaving,Little River Band,Test of Time,2004,3:35,4,0.627,0.316,7,-12.933,1,0.0302,0.53,2.32e-06,0.096,0.112,124.001,2
8527,Forever Now,Little River Band,Test of Time,2004,3:51,4,0.731,0.538,9,-9.641,1,0.0255,0.116,7.79e-06,0.0743,0.293,110.008,4
8528,Should I Go,Little River Band,Test of Time,2004,4:59,4,0.488,0.562,4,-8.946,1,0.0312,0.112,9.98e-05,0.343,0.221,149.934,2
8529,Enlighten Me,Little River Band,Test of Time,2004,4:32,4,0.498,0.699,0,-8.925,1,0.0304,0.00681,2.33e-05,0.115,0.393,166.044,2
8530,I'm Waiting,Little River Band,Test of Time,2004,5:40,3,0.27,0.649,9,-8.738,1,0.038,0.014,0.0,0.0857,0.439,175.985,2
8531,The Long Goodbye,Little River Band,Test of Time,2004,4:44,4,0.5,0.736,0,-8.27,1,0.0338,0.052,0.000295,0.0721,0.322,155.953,4
8532,Back In Your Arms,Little River Band,Test of Time,2004,3:46,4,0.714,0.693,0,-7.591,1,0.036,0.106,4.65e-05,0.0652,0.69,126.016,2
8533,I've Met Love Before,Little River Band,Test of Time,2004,3:56,4,0.641,0.615,7,-7.485,1,0.0271,0.0647,0.000515,0.348,0.199,90.063,2
8534,Hold On,Little River Band,Test of Time,2004,4:44,4,0.676,0.54,3,-7.277,1,0.0292,0.149,0.000377,0.13,0.321,131.957,2
8535,Old Money,Little River Band,Test of Time,2004,4:30,4,0.61,0.756,9,-7.186,0,0.0347,0.00349,1.06e-05,0.234,0.714,129.998,2
8536,Can't Get You Outta My Heart,Little River Band,Test of Time,2004,4:18,4,0.599,0.804,4,-6.447,1,0.0347,0.0333,1.53e-06,0.149,0.484,114.976,2
8537,Reminiscing,Little River Band,Rearranged,2006,6:19,4,0.639,0.637,7,-7.61,1,0.0253,0.0914,0.00302,0.152,0.538,94.261,12
8538,Lady,Little River Band,Rearranged,2006,5:12,4,0.545,0.654,2,-7.325,1,0.0273,0.00854,5.86e-05,0.166,0.423,121.243,14
8539,Cool Changes,Little River Band,Rearranged,2006,7:28,4,0.538,0.569,9,-6.858,1,0.0327,0.0664,0.000665,0.198,0.181,119.452,29
8540,The Other Guy,Little River Band,Rearranged,2006,4:08,3,0.409,0.762,2,-6.622,1,0.0419,0.0064,0.00105,0.0893,0.744,142.567,9
8541,Forever Blue,Little River Band,Rearranged,2006,4:49,4,0.571,0.683,9,-6.348,1,0.0332,0.0301,0.000191,0.0938,0.206,102.905,12
8542,The Night Owls,Little River Band,Rearranged,2006,5:23,4,0.609,0.731,0,-5.904,1,0.0315,0.000605,0.00017,0.252,0.395,120.938,8
8543,Take It Easy On Me,Little River Band,Rearranged,2006,3:59,4,0.444,0.681,9,-5.808,1,0.0288,0.00514,8.76e-06,0.19,0.257,117.86,9
8544,Long Way There,Little River Band,Rearranged,2006,6:08,4,0.507,0.854,5,-5.775,1,0.0329,0.00797,0.00145,0.0912,0.7,92.852,18
8545,We Two / Down on the Border,Little River Band,Rearranged,2006,4:02,4,0.676,0.81,9,-5.578,0,0.0312,0.00812,0.000196,0.0713,0.77,136.04,6
8546,This Place,Little River Band,Rearranged,2006,4:43,4,0.592,0.791,9,-5.374,0,0.0347,0.00657,8.03e-06,0.146,0.472,113.845,6
8547,Help Is On Its Way,Little River Band,Rearranged,2006,4:18,4,0.542,0.728,7,-5.347,1,0.0255,0.00112,0.00343,0.0604,0.613,102.03,8
8548,Happy Anniversary,Little River Band,Rearranged,2006,4:37,4,0.753,0.794,2,-5.264,1,0.0347,0.0123,0.000502,0.233,0.799,128.875,15
8549,Lonesome Loser,Little River Band,Rearranged,2006,5:48,4,0.495,0.859,11,-5.254,1,0.0414,0.022,1.9e-06,0.26,0.542,118.218,10
8550,Man On Your Mind,Little River Band,Rearranged,2006,3:54,4,0.688,0.887,9,-5.063,1,0.0334,0.00432,6.83e-06,0.161,0.851,122.856,8
8551,Should I Go,Little River Band,Rearranged,2006,4:57,4,0.43,0.819,4,-4.73,1,0.0422,0.316,1.83e-05,0.0885,0.351,159.064,5
8552,Silent Night,Little River Band,A Little River Band Christmas,2011,1:56,3,0.581,0.184,2,-12.326,1,0.0289,0.899,0.849,0.116,0.171,100.089,0
8553,O Little Town of Bethlehem,Little River Band,A Little River Band Christmas,2011,3:16,3,0.639,0.286,7,-10.94,1,0.029,0.834,2.2e-06,0.0913,0.189,135.955,0
8554,My Grownup Christmas List,Little River Band,A Little River Band Christmas,2011,3:52,3,0.263,0.456,7,-8.836,1,0.0302,0.602,0.0,0.339,0.212,159.744,0
8555,Mary's Christmas,Little River Band,A Little River Band Christmas,2011,3:49,4,0.565,0.418,7,-8.545,1,0.0286,0.642,0.0,0.18,0.2,142.169,0
8556,Til the Season Comes 'Round Again,Little River Band,A Little River Band Christmas,2011,3:21,3,0.647,0.391,4,-8.406,1,0.0255,0.598,1.13e-05,0.102,0.191,112.102,0
8557,We Call It Christmas,Little River Band,A Little River Band Christmas,2011,4:03,4,0.72,0.488,4,-8.138,1,0.0333,0.443,9.62e-06,0.133,0.291,143.879,0
8558,Celebrate Me Home,Little River Band,A Little River Band Christmas,2011,3:40,4,0.561,0.751,9,-7.958,1,0.0333,0.186,0.0,0.097,0.392,138.158,0
8559,We Three Kings,Little River Band,A Little River Band Christmas,2011,4:28,4,0.537,0.584,9,-7.755,0,0.0248,0.353,1.76e-06,0.161,0.395,163.93,0
8560,Do They Know It's Christmas,Little River Band,A Little River Band Christmas,2011,4:11,4,0.618,0.494,0,-6.882,1,0.0298,0.237,3.91e-06,0.0552,0.482,107.083,0
8561,The Season of Love,Little River Band,A Little River Band Christmas,2011,3:55,4,0.605,0.556,2,-6.769,1,0.0261,0.149,0.0,0.224,0.454,114.959,0
8562,A Joyful Noise,Little River Band,A Little River Band Christmas,2011,4:21,4,0.62,0.788,4,-6.468,1,0.0388,0.13,3.75e-05,0.111,0.246,98.97,0
8563,You Make It Feel Like Christmas,Little River Band,A Little River Band Christmas,2011,3:29,4,0.708,0.779,5,-6.185,1,0.0309,0.304,0.0,0.142,0.689,107.958,0
8564,"Jesus, Oh What a Wonderful Child",Little River Band,A Little River Band Christmas,2011,3:54,4,0.612,0.597,0,-5.913,1,0.0317,0.488,0.0,0.0374,0.62,106.965,0
8565,Love Is,Little River Band,Cuts Like a Diamond,2013,4:00,4,0.671,0.352,4,-10.887,1,0.0289,0.455,0.000322,0.21,0.216,143.909,3
8566,Someone,Little River Band,Cuts Like a Diamond,2013,6:28,4,0.637,0.63,9,-8.559,1,0.0238,0.135,0.00408,0.052,0.585,102.009,3
8567,I'm an Island,Little River Band,Cuts Like a Diamond,2013,3:42,4,0.585,0.689,2,-6.954,1,0.0296,0.255,6.55e-06,0.11,0.461,147.931,5
8568,Who Speaks for Me,Little River Band,Cuts Like a Diamond,2013,4:40,4,0.658,0.65,0,-6.556,1,0.0287,0.00615,0.000876,0.0763,0.191,116.981,2
8569,You Dream I'll Drive,Little River Band,Cuts Like a Diamond,2013,4:56,4,0.768,0.658,7,-6.266,1,0.0302,0.0572,1.44e-05,0.15,0.596,102.044,8
8570,Way Too Good,Little River Band,Cuts Like a Diamond,2013,4:01,4,0.644,0.797,4,-5.62,1,0.0307,0.00674,4.32e-05,0.108,0.749,119.98,3
8571,The Lost and the Lonely,Little River Band,Cuts Like a Diamond,2013,3:25,4,0.672,0.872,11,-5.083,1,0.0267,0.0951,0.0,0.108,0.853,114.95,5
8572,What If You're Wrong,Little River Band,Cuts Like a Diamond,2013,3:59,4,0.647,0.881,2,-5.074,1,0.0261,0.0342,7.88e-05,0.0947,0.62,114.035,4
8573,Cuts Like a Diamond,Little River Band,Cuts Like a Diamond,2013,3:37,4,0.53,0.849,2,-4.954,1,0.0428,0.0758,0.0,0.0689,0.658,175.124,3
8574,Where Do I Run,Little River Band,Cuts Like a Diamond,2013,4:11,4,0.506,0.85,4,-4.936,0,0.0339,0.055,7.02e-05,0.322,0.48,156.002,3
8575,Forever You Forever Me,Little River Band,Cuts Like a Diamond,2013,3:21,4,0.648,0.782,7,-4.89,1,0.023,0.011,8.48e-05,0.261,0.441,100.035,5
8576,Reminiscing,Little River Band,The Hits... Revisited,2016,4:41,4,0.685,0.524,7,-10.082,1,0.031,0.537,3.98e-05,0.0787,0.305,95.047,31
8577,Cool Change,Little River Band,The Hits... Revisited,2016,4:57,4,0.599,0.472,2,-9.401,1,0.0268,0.409,0.0,0.101,0.253,127.96,30
8578,Lady,Little River Band,The Hits... Revisited,2016,5:11,4,0.629,0.529,2,-8.353,1,0.0284,0.445,4.83e-06,0.0747,0.298,117.016,31
8579,We Two,Little River Band,The Hits... Revisited,2016,4:35,4,0.709,0.647,11,-7.637,1,0.028,0.0909,6.7e-05,0.224,0.369,126.022,16
8580,Help Is on Its Way,Little River Band,The Hits... Revisited,2016,4:09,4,0.683,0.633,6,-7.315,1,0.0277,0.00937,0.0,0.187,0.61,105.989,25
8581,Take It Easy on Me,Little River Band,The Hits... Revisited,2016,3:53,4,0.621,0.713,9,-7.203,1,0.0326,0.145,0.0,0.162,0.289,118.989,20
8582,Man on Your Mind,Little River Band,The Hits... Revisited,2016,4:01,4,0.813,0.62,4,-6.777,1,0.0304,0.169,1.61e-06,0.121,0.878,112.978,22
8583,Lonesome Loser,Little River Band,The Hits... Revisited,2016,3:48,4,0.633,0.66,0,-6.622,1,0.026,0.345,0.0,0.314,0.418,110.054,34
8584,You Saved Me,Little River Band,The Hits... Revisited,2016,3:17,4,0.689,0.815,0,-6.461,1,0.0352,0.124,0.000134,0.106,0.916,113.992,8
8585,All the Young Faces,Little River Band,The Hits... Revisited,2016,4:26,4,0.618,0.726,4,-5.47,1,0.0252,0.0611,1.32e-05,0.144,0.176,100.991,10
8586,The Night Owls,Little River Band,The Hits... Revisited,2016,5:06,4,0.591,0.803,0,-5.272,1,0.042,0.019,6.59e-06,0.132,0.342,125.932,24
8587,I'm an Island,Little River Band,Black Tie,2020,4:06,4,0.509,0.702,2,-6.686,1,0.0355,0.126,2.07e-05,0.974,0.34,147.864,3
8588,The Lost and Lonely,Little River Band,Black Tie,2020,3:55,4,0.616,0.818,8,-6.298,0,0.0329,0.0285,0.0,0.708,0.551,115.018,3
8589,Take It Easy on Me,Little River Band,Black Tie,2020,4:15,4,0.493,0.784,9,-5.871,1,0.0511,0.285,2.04e-06,0.961,0.194,118.536,5
8590,Happy Anniversary,Little River Band,Black Tie,2020,4:33,4,0.639,0.937,2,-5.869,1,0.0759,0.0109,4.17e-05,0.823,0.561,129.131,5
8591,Help Is on Its Way,Little River Band,Black Tie,2020,4:26,4,0.53,0.813,7,-5.864,1,0.036,0.00437,0.00401,0.963,0.536,102.985,5
8592,Reminiscing,Little River Band,Black Tie,2020,5:13,4,0.563,0.842,7,-5.549,1,0.0472,0.162,0.00207,0.861,0.424,97.044,11
8593,We Two,Little River Band,Black Tie,2020,4:43,4,0.603,0.813,11,-5.506,1,0.0373,0.0106,0.000337,0.98,0.43,125.977,3
8594,The Night Owls,Little River Band,Black Tie,2020,5:27,4,0.587,0.904,4,-5.212,0,0.0471,0.00367,0.000149,0.956,0.54,121.939,9
8595,Lady,Little River Band,Black Tie,2020,6:00,4,0.525,0.696,2,-5.174,1,0.0387,0.0655,6.76e-05,0.988,0.29,118.951,9
8596,It's a Long Way There,Little River Band,Black Tie,2020,6:39,4,0.341,0.93,2,-5.137,0,0.121,0.0883,0.00043,0.979,0.496,189.915,16
8597,Cool Change,Little River Band,Black Tie,2020,7:53,4,0.337,0.607,9,-4.952,1,0.0355,0.103,0.000547,0.694,0.275,117.226,9
8714,Classical Christmas (Instrumental),Lynyrd Skynyrd,Christmas Time Again,2000,2:08,4,0.537,0.168,2,-20.241,1,0.0355,0.824,0.926,0.114,0.562,95.863,1
8715,Greensleeves,Lynyrd Skynyrd,Christmas Time Again,2000,2:17,3,0.394,0.389,9,-14.228,0,0.0333,0.518,0.83,0.0999,0.196,96.107,2
8716,Mama's Song,Lynyrd Skynyrd,Christmas Time Again,2000,3:51,4,0.476,0.349,4,-10.564,1,0.0289,0.525,0.0,0.113,0.308,131.543,3
8717,Christmas Time Again,Lynyrd Skynyrd,Christmas Time Again,2000,4:32,4,0.267,0.513,0,-9.144,1,0.0384,0.554,0.0,0.123,0.393,66.203,3
8718,Rudolph the Red Nosed Reindeer,Lynyrd Skynyrd,Christmas Time Again,2000,2:31,4,0.571,0.648,11,-8.105,1,0.031,0.12,9.94e-06,0.208,0.661,142.535,3
8719,Skynyrd Family,Lynyrd Skynyrd,Christmas Time Again,2000,3:00,4,0.544,0.78,9,-8.1,1,0.0457,0.28,0.000101,0.287,0.542,109.842,2
8720,Santa Claus Wants Some Lovin',Lynyrd Skynyrd,Christmas Time Again,2000,3:37,4,0.6,0.704,2,-7.698,1,0.0297,0.123,0.0,0.275,0.874,95.726,2
8721,Santa Claus Is Coming to Town,Lynyrd Skynyrd,Christmas Time Again,2000,3:07,4,0.553,0.846,4,-7.626,1,0.112,0.0171,7.1e-06,0.372,0.87,105.548,4
8722,Hallelujah! It's Christmas,Lynyrd Skynyrd,Christmas Time Again,2000,4:00,4,0.53,0.882,9,-7.184,1,0.0596,0.00106,0.0,0.287,0.742,139.976,1
8723,Santa's Messin' With the Kid,Lynyrd Skynyrd,Christmas Time Again,2000,3:15,4,0.618,0.795,9,-7.045,1,0.03,0.221,4.89e-05,0.34,0.801,123.793,3
8724,"Run, Run Rudolph",Lynyrd Skynyrd,Christmas Time Again,2000,3:33,4,0.552,0.897,0,-6.889,1,0.043,0.0241,5.46e-05,0.818,0.924,155.581,8
8725,Lucky Man,Lynyrd Skynyrd,Vicious Cycle,2003,5:30,4,0.45,0.578,1,-8.646,1,0.0304,0.12,0.00211,0.0945,0.28,149.528,21
8726,Dead Man Walkin',Lynyrd Skynyrd,Vicious Cycle,2003,4:29,4,0.516,0.898,1,-7.049,0,0.0537,0.101,0.0855,0.264,0.458,110.411,16
8727,Mad Hatter,Lynyrd Skynyrd,Vicious Cycle,2003,5:37,4,0.52,0.709,10,-6.313,0,0.0324,0.0431,0.0221,0.112,0.521,120.731,9
8728,That's How I Like It,Lynyrd Skynyrd,Vicious Cycle,2003,4:33,4,0.497,0.804,9,-6.098,1,0.0427,0.0577,1.23e-05,0.376,0.402,93.57,21
8729,Crawl,Lynyrd Skynyrd,Vicious Cycle,2003,5:07,4,0.46,0.698,11,-6.087,1,0.0306,0.0147,0.000121,0.0291,0.607,140.786,13
8730,Jake,Lynyrd Skynyrd,Vicious Cycle,2003,3:41,4,0.434,0.798,8,-5.762,1,0.0481,0.0841,2.16e-05,0.107,0.488,91.063,15
8731,Life's Lessons,Lynyrd Skynyrd,Vicious Cycle,2003,5:58,4,0.517,0.658,6,-5.72,1,0.0401,0.0186,0.000298,0.0605,0.291,115.165,14
8732,Red White & Blue,Lynyrd Skynyrd,Vicious Cycle,2003,5:31,4,0.464,0.737,1,-5.501,1,0.0341,0.122,0.000196,0.14,0.19,135.098,15
8733,Hell or Heaven,Lynyrd Skynyrd,Vicious Cycle,2003,5:13,4,0.486,0.714,6,-5.443,1,0.0339,0.245,0.000175,0.0782,0.346,142.805,16
8734,Sweet Mama,Lynyrd Skynyrd,Vicious Cycle,2003,3:59,4,0.507,0.933,8,-5.165,1,0.0482,0.00557,8e-05,0.366,0.676,140.043,16
8735,All Funked Up,Lynyrd Skynyrd,Vicious Cycle,2003,3:32,4,0.502,0.909,6,-5.116,1,0.0451,0.00925,0.026,0.114,0.53,131.041,13
8736,The Way,Lynyrd Skynyrd,Vicious Cycle,2003,5:31,4,0.415,0.818,1,-5.01,0,0.0391,0.00605,0.0167,0.0739,0.309,131.084,14
8737,Gimme Back My Bullets,Lynyrd Skynyrd,Vicious Cycle,2003,3:41,4,0.545,0.956,1,-4.232,1,0.0619,0.106,0.00103,0.781,0.474,91.515,16
8738,Pick 'Em Up,Lynyrd Skynyrd,Vicious Cycle,2003,4:20,4,0.498,0.934,6,-3.986,1,0.0456,0.0629,1.2e-05,0.214,0.737,138.467,10
8739,Rockin' Little Town,Lynyrd Skynyrd,Vicious Cycle,2003,3:35,4,0.563,0.941,8,-3.306,1,0.0414,0.0608,5.61e-05,0.131,0.918,129.949,13
8740,God & Guns,Lynyrd Skynyrd,God & Guns,2009,5:44,4,0.244,0.643,6,-6.497,1,0.0427,0.00696,0.00963,0.0933,0.208,79.034,43
8741,Still Unbroken,Lynyrd Skynyrd,God & Guns,2009,5:08,4,0.302,0.896,6,-5.3,1,0.0755,0.0011,0.00116,0.197,0.232,177.678,43
8742,Floyd,Lynyrd Skynyrd,God & Guns,2009,4:03,4,0.485,0.735,6,-5.276,1,0.0342,0.004,0.000427,0.123,0.139,134.906,37
8743,Southern Ways,Lynyrd Skynyrd,God & Guns,2009,3:48,4,0.437,0.875,7,-5.049,1,0.0304,0.00572,0.00299,0.33,0.662,180.102,34
8744,Storm,Lynyrd Skynyrd,God & Guns,2009,3:15,4,0.561,0.868,1,-4.929,1,0.0335,0.000377,0.183,0.382,0.621,106.986,22
8745,Unwrite That Song,Lynyrd Skynyrd,God & Guns,2009,3:50,4,0.484,0.73,4,-4.672,1,0.0283,0.109,0.00637,0.173,0.403,136.032,23
8746,Skynyrd Nation,Lynyrd Skynyrd,God & Guns,2009,3:52,4,0.496,0.894,9,-4.665,1,0.0567,0.000328,0.11,0.096,0.769,92.865,26
8747,That Ain't My America,Lynyrd Skynyrd,God & Guns,2009,3:44,4,0.398,0.863,6,-4.57,1,0.0363,0.0109,0.00281,0.297,0.502,163.038,35
8748,Little Thing Called You,Lynyrd Skynyrd,God & Guns,2009,3:58,4,0.268,0.951,6,-4.408,0,0.118,0.000347,0.378,0.356,0.427,176.243,22
8749,Comin' Back for More,Lynyrd Skynyrd,God & Guns,2009,3:28,4,0.604,0.933,8,-4.191,1,0.0604,0.000237,0.0198,0.165,0.784,122.007,23
8750,Simple Life,Lynyrd Skynyrd,God & Guns,2009,3:17,4,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,30
8751,Gifted Hands,Lynyrd Skynyrd,God & Guns,2009,5:22,4,0.451,0.867,7,-3.57,1,0.0354,0.000572,0.148,0.114,0.452,138.041,21
8752,Start Livin' Life Again,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,4:23,3,0.374,0.462,2,-6.57,1,0.0289,0.375,0.655,0.0796,0.142,107.025,13
8753,Honey Hole,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,4:35,4,0.517,0.7,2,-6.093,1,0.03,0.0261,0.84,0.12,0.201,136.049,11
8754,Something to Live For,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,4:29,4,0.505,0.722,7,-5.176,1,0.0292,0.00425,0.528,0.365,0.308,120.069,11
8755,Mississippi Blood,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,2:57,4,0.413,0.865,2,-5.126,1,0.0481,0.00569,0.246,0.312,0.593,171.048,16
8756,Ready to Fly,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,5:26,4,0.467,0.747,0,-4.671,1,0.03,0.0149,0.231,0.181,0.436,137.977,18
8757,One Day at a Time,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,3:46,4,0.472,0.856,6,-4.549,0,0.0302,0.000389,0.832,0.369,0.543,75.94,17
8758,Life's Twisted,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,4:33,4,0.452,0.869,4,-4.533,0,0.0308,0.00102,0.814,0.145,0.433,91.989,13
8759,Last of a Dyin' Breed,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,3:51,4,0.441,0.962,9,-4.408,1,0.0447,2.11e-05,0.77,0.193,0.494,91.989,21
8760,Nothing Comes Easy,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,4:13,4,0.518,0.91,11,-4.324,0,0.0293,0.000181,0.451,0.191,0.521,91.073,13
8761,Homegrown,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,3:41,4,0.619,0.83,8,-3.656,1,0.0416,0.000161,0.275,0.113,0.638,120.061,16
8762,Good Teacher,Lynyrd Skynyrd,Last of a Dyin' Breed,2012,3:07,4,0.541,0.934,11,-3.051,0,0.035,6.25e-05,0.783,0.0928,0.83,130.022,12
8840,Blue Sky,Meat Loaf,Hell In A Handbasket,2012,2:56,3,0.217,0.522,9,-7.559,1,0.0331,0.136,0.00471,0.184,0.0884,148.999,12
8841,Our Love And Our Souls,Meat Loaf,Hell In A Handbasket,2012,3:57,4,0.559,0.788,1,-6.546,1,0.0337,0.116,0.000686,0.214,0.671,148.051,11
8842,Another Day,Meat Loaf,Hell In A Handbasket,2012,5:03,4,0.369,0.811,5,-5.645,1,0.0595,0.328,0.000199,0.124,0.424,158.528,12
8843,40 Days,Meat Loaf,Hell In A Handbasket,2012,5:20,4,0.431,0.817,11,-4.812,1,0.0487,0.0368,0.00908,0.0783,0.271,154.02,9
8844,The Giving Tree,Meat Loaf,Hell In A Handbasket,2012,4:53,4,0.674,0.724,9,-4.794,1,0.039,0.241,2.72e-05,0.115,0.445,104.964,12
8845,All Of Me,Meat Loaf,Hell In A Handbasket,2012,5:15,4,0.506,0.877,8,-4.705,1,0.0434,0.0595,0.00342,0.138,0.455,99.85,31
8846,California Dreamin',Meat Loaf,Hell In A Handbasket,2012,3:57,4,0.527,0.903,0,-4.282,0,0.0386,0.0452,0.000951,0.616,0.522,96.978,33
8847,Fall From Grace,Meat Loaf,Hell In A Handbasket,2012,3:47,4,0.542,0.914,6,-4.234,1,0.0498,0.0415,0.00217,0.155,0.152,131.053,12
8848,Blue Sky / Mad Mad World / The Good God Is A Woman And She Don't Like Ugly,Meat Loaf,Hell In A Handbasket,2012,4:58,4,0.513,0.847,0,-3.961,1,0.0865,0.326,3.29e-06,0.41,0.39,91.037,11
8849,Party Of One,Meat Loaf,Hell In A Handbasket,2012,3:57,4,0.492,0.937,6,-3.525,1,0.0442,0.0179,0.0128,0.586,0.405,95.015,10
8850,Live Or Die,Meat Loaf,Hell In A Handbasket,2012,4:26,4,0.346,0.902,6,-3.136,1,0.059,0.0973,0.000204,0.247,0.4,179.939,14
8851,Stand In The Storm,Meat Loaf,Hell In A Handbasket,2012,4:36,4,0.493,0.966,6,-2.958,0,0.195,0.0763,0.0,0.585,0.367,164.038,12
8852,Only When I Feel,Meat Loaf,Braver Than We Are,2016,1:56,4,0.472,0.398,8,-12.003,1,0.0369,0.861,0.00142,0.604,0.419,95.891,10
8853,Speaking In Tongues,Meat Loaf,Braver Than We Are,2016,4:23,4,0.475,0.351,10,-11.874,1,0.0329,0.88,2.4e-06,0.109,0.394,141.844,12
8854,More,Meat Loaf,Braver Than We Are,2016,6:06,4,0.569,0.867,7,-10.087,0,0.0426,0.0751,0.0383,0.483,0.413,129.986,10
8855,Who Needs The Young,Meat Loaf,Braver Than We Are,2016,5:27,4,0.475,0.579,0,-9.514,1,0.041,0.458,0.00102,0.102,0.334,120.311,13
